DrivHist,DrivingSkill,Age,RuggedAuto,Mileage,VehicleYear,ILiCost,ThisCarDam,AntiTheft,DrivQuality,RiskAversion,GoodStudent,OtherCar,MakeModel,Accident,SocioEcon,HomeBase,PropCost,CarValue,Antilock,ThisCarCost,OtherCarCost,Theft,Airbag,MedCost,SeniorTrain,Cushioning
One,SubStandard,Adult,Football,FiftyThou,Current,Thousand,None,True,Poor,Normal,False,True,FamilySedan,None,UpperMiddle,Secure,TenThou,TwentyThou,False,Thousand,Thousand,False,True,Thousand,False,Fair
Many,SubStandard,Adult,EggShell,TwentyThou,Current,Thousand,Severe,True,Poor,Adventurous,False,False,SportsCar,Severe,UpperMiddle,City,HundredThou,TwentyThou,True,HundredThou,TenThou,False,True,HundredThou,False,Fair
Many,SubStandard,Adult,Tank,Domino,Older,Thousand,Mild,True,Poor,Normal,False,True,FamilySedan,Moderate,Middle,Rural,HundredThou,FiveThou,False,Thousand,HundredThou,False,False,Thousand,False,Good
One,SubStandard,Adult,Football,FiftyThou,Current,Thousand,None,True,Poor,Normal,False,True,Luxury,Mild,UpperMiddle,Secure,TenThou,FiftyThou,True,Thousand,Thousand,False,True,Thousand,False,Good
Many,SubStandard,Adolescent,Football,TwentyThou,Older,Thousand,Severe,True,Poor,Normal,False,True,Luxury,Moderate,UpperMiddle,Suburb,HundredThou,FiftyThou,False,HundredThou,Thousand,False,False,Thousand,False,Poor
Zero,Normal,Adult,EggShell,TwentyThou,Current,Thousand,None,False,Normal,Normal,False,False,FamilySedan,None,Prole,City,Thousand,TwentyThou,False,Thousand,Thousand,False,True,Thousand,False,Poor
Zero,SubStandard,Adult,EggShell,TwentyThou,Older,Thousand,Moderate,True,Poor,Cautious,False,False,Economy,Moderate,Prole,City,TenThou,TenThou,False,TenThou,Thousand,False,False,Thousand,False,Poor
One,Normal,Adult,Football,FiftyThou,Older,Thousand,Moderate,True,Normal,Normal,False,True,Luxury,Moderate,UpperMiddle,Secure,HundredThou,TenThou,False,Thousand,HundredThou,False,True,Thousand,False,Good
Many,SubStandard,Adolescent,Tank,TwentyThou,Older,Thousand,Mild,False,Poor,Normal,False,False,FamilySedan,Moderate,Prole,City,TenThou,TwentyThou,False,Thousand,Thousand,False,False,Thousand,False,Excellent
Zero,Normal,Senior,Football,TwentyThou,Current,Thousand,None,True,Normal,Normal,False,True,Luxury,None,UpperMiddle,Suburb,Thousand,FiftyThou,True,Thousand,Thousand,False,True,Thousand,False,Excellent
Many,SubStandard,Adolescent,Football,TwentyThou,Current,Thousand,None,True,Poor,Normal,False,True,Luxury,None,Wealthy,Secure,Thousand,FiftyThou,True,Thousand,Thousand,False,True,Thousand,False,Excellent
Zero,Normal,Adult,EggShell,Domino,Older,Thousand,None,False,Normal,Adventurous,False,True,Economy,None,Prole,City,TenThou,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Fair
One,Normal,Adult,Football,FiftyThou,Current,Thousand,None,False,Normal,Adventurous,False,True,Luxury,None,UpperMiddle,City,Thousand,FiftyThou,True,Thousand,Thousand,False,True,Thousand,False,Good
Many,SubStandard,Adult,Football,FiftyThou,Current,Thousand,Moderate,False,Poor,Normal,False,True,FamilySedan,Moderate,Middle,Secure,HundredThou,TwentyThou,True,HundredThou,Thousand,False,True,Thousand,False,Good
Zero,Normal,Adult,EggShell,TwentyThou,Older,Thousand,None,False,Normal,Normal,False,False,SportsCar,None,Prole,Rural,TenThou,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Fair
Many,Normal,Adult,EggShell,FiftyThou,Older,Thousand,None,False,Excellent,Adventurous,False,True,Economy,None,Prole,Suburb,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
One,Expert,Adult,Tank,TwentyThou,Older,Thousand,None,False,Excellent,Adventurous,False,True,Luxury,None,UpperMiddle,City,TenThou,TwentyThou,False,Thousand,Thousand,False,True,Thousand,False,Excellent
Zero,Normal,Senior,Football,FiftyThou,Current,Thousand,None,True,Normal,Normal,False,True,FamilySedan,None,UpperMiddle,Secure,Thousand,TwentyThou,True,Thousand,Thousand,False,True,Thousand,True,Good
Many,Normal,Adult,Football,TwentyThou,Older,Thousand,None,False,Excellent,Adventurous,False,False,Economy,None,Middle,Suburb,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Fair
Zero,Normal,Adult,EggShell,TwentyThou,Older,Thousand,None,False,Normal,Normal,False,False,Economy,None,Prole,City,Thousand,TenThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
Many,SubStandard,Adult,Football,FiftyThou,Current,Thousand,Mild,False,Poor,Adventurous,False,True,FamilySedan,Mild,Middle,City,Thousand,TwentyThou,True,Thousand,Thousand,False,True,Thousand,False,Excellent
Zero,Normal,Adolescent,Football,FiftyThou,Older,Thousand,None,False,Normal,Normal,False,False,FamilySedan,None,Prole,City,TenThou,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Fair
Many,Normal,Adult,Tank,Domino,Older,Thousand,None,False,Normal,Adventurous,False,True,FamilySedan,None,Prole,City,TenThou,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Good
One,Normal,Adult,Football,TwentyThou,Older,Thousand,None,False,Excellent,Psychopath,False,True,Economy,None,Prole,Rural,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Fair
Zero,Normal,Adult,EggShell,TwentyThou,Older,Thousand,None,True,Normal,Normal,False,True,SportsCar,None,Middle,Secure,TenThou,TenThou,False,Thousand,Thousand,False,False,Thousand,False,Fair
Zero,Normal,Senior,EggShell,TwentyThou,Older,Thousand,None,True,Normal,Cautious,False,True,Economy,None,Prole,City,TenThou,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
Zero,Normal,Senior,Football,TwentyThou,Current,Thousand,None,True,Normal,Cautious,False,False,FamilySedan,None,UpperMiddle,Secure,Thousand,TwentyThou,True,Thousand,Thousand,False,True,Thousand,True,Good
Zero,Normal,Adult,EggShell,FiftyThou,Older,Thousand,None,False,Normal,Normal,False,False,Economy,None,Prole,City,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
Zero,Normal,Senior,Football,FiftyThou,Older,Thousand,None,True,Excellent,Cautious,False,True,FamilySedan,None,Middle,Secure,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,True,Fair
One,Normal,Adult,Football,TwentyThou,Older,Thousand,None,False,Normal,Normal,False,True,FamilySedan,None,Middle,Suburb,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Fair
Zero,Expert,Adult,EggShell,FiftyThou,Older,Thousand,None,False,Excellent,Adventurous,False,True,Economy,None,Middle,Suburb,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
Many,SubStandard,Senior,EggShell,FiftyThou,Current,Thousand,Moderate,False,Poor,Psychopath,False,False,FamilySedan,Moderate,Prole,City,Million,TwentyThou,False,HundredThou,HundredThou,False,True,HundredThou,False,Good
Zero,Normal,Senior,EggShell,TwentyThou,Current,Thousand,None,True,Excellent,Cautious,False,False,FamilySedan,None,Middle,Secure,Thousand,TwentyThou,False,Thousand,Thousand,False,True,Thousand,True,Fair
Zero,Normal,Adult,Tank,FiveThou,Older,Thousand,None,False,Normal,Normal,False,True,FamilySedan,None,Middle,Suburb,Thousand,FiveThou,False,Thousand,Thousand,False,True,Thousand,False,Excellent
Zero,Expert,Senior,EggShell,TwentyThou,Current,Thousand,None,True,Excellent,Cautious,False,True,SportsCar,None,UpperMiddle,Secure,Thousand,TenThou,True,Thousand,Thousand,False,True,Thousand,True,Fair
Zero,Normal,Adolescent,EggShell,FiftyThou,Older,Thousand,None,False,Normal,Normal,False,True,Economy,None,Prole,City,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
Zero,Normal,Adult,EggShell,FiftyThou,Older,Thousand,None,False,Normal,Normal,False,False,Economy,None,Prole,City,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
Zero,Normal,Adolescent,Football,Domino,Older,Thousand,None,False,Excellent,Adventurous,False,True,FamilySedan,None,Middle,Suburb,TenThou,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Good
Zero,Normal,Senior,Football,TwentyThou,Current,Thousand,None,True,Normal,Cautious,False,True,FamilySedan,None,Middle,Secure,Thousand,TenThou,True,Thousand,Thousand,False,True,Thousand,True,Good
Zero,Normal,Adult,EggShell,TwentyThou,Older,Thousand,None,False,Normal,Normal,False,True,Economy,None,Prole,City,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
Zero,Expert,Adult,Tank,TwentyThou,Current,Thousand,None,True,Excellent,Normal,False,True,Luxury,None,Wealthy,Secure,TenThou,FiftyThou,True,Thousand,Thousand,False,True,Thousand,False,Excellent
Zero,Normal,Senior,Tank,TwentyThou,Older,Thousand,None,True,Normal,Normal,False,False,Luxury,None,UpperMiddle,Suburb,Thousand,FiftyThou,True,Thousand,Thousand,False,True,Thousand,False,Excellent
Zero,Normal,Adult,Football,FiftyThou,Older,Thousand,None,False,Normal,Normal,False,True,FamilySedan,None,Prole,City,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Good
Zero,Expert,Adult,Football,FiveThou,Older,Thousand,None,False,Excellent,Normal,False,True,FamilySedan,None,Middle,Secure,Thousand,TenThou,False,Thousand,Thousand,False,False,Thousand,False,Fair
Zero,Normal,Adult,EggShell,FiftyThou,Older,Thousand,None,False,Normal,Normal,False,False,Economy,None,Prole,City,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
Zero,Normal,Adult,Football,FiftyThou,Older,Thousand,None,True,Normal,Cautious,False,True,FamilySedan,None,Middle,Secure,Thousand,TenThou,False,Thousand,Thousand,False,True,Thousand,False,Poor
Zero,Normal,Senior,EggShell,Domino,Older,Thousand,None,False,Normal,Cautious,False,False,Economy,None,Prole,City,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,True,Poor
Many,SubStandard,Senior,EggShell,FiftyThou,Older,Thousand,None,False,Poor,Adventurous,False,False,Economy,None,UpperMiddle,Suburb,Thousand,FiveThou,False,Thousand,Thousand,False,True,Thousand,False,Good
Zero,Expert,Adult,Football,TwentyThou,Current,Thousand,None,True,Excellent,Normal,False,True,Luxury,None,UpperMiddle,Suburb,Thousand,FiftyThou,True,Thousand,Thousand,False,True,Thousand,False,Good
Zero,Normal,Adult,Tank,FiftyThou,Current,Thousand,None,False,Normal,Normal,False,True,FamilySedan,None,Middle,Secure,Thousand,TwentyThou,False,Thousand,Thousand,False,True,Thousand,False,Excellent
Zero,Normal,Adolescent,EggShell,FiftyThou,Older,TenThou,Severe,False,Poor,Adventurous,False,False,Economy,Severe,Prole,Rural,TenThou,FiveThou,False,TenThou,TenThou,False,False,Thousand,False,Fair
Zero,Normal,Senior,Tank,TwentyThou,Older,Thousand,None,True,Normal,Normal,False,True,Luxury,None,UpperMiddle,Suburb,TenThou,TwentyThou,False,Thousand,Thousand,False,True,Thousand,False,Excellent
Many,SubStandard,Adolescent,Football,FiveThou,Current,Thousand,None,False,Poor,Adventurous,False,True,FamilySedan,None,UpperMiddle,Rural,Thousand,TwentyThou,True,Thousand,Thousand,False,True,Thousand,False,Excellent
Zero,Normal,Senior,Football,FiftyThou,Current,Thousand,None,False,Normal,Normal,False,False,FamilySedan,None,Middle,Suburb,Thousand,TwentyThou,False,Thousand,Thousand,False,True,Thousand,False,Good
Zero,Normal,Adult,EggShell,TwentyThou,Current,Thousand,None,False,Normal,Normal,False,False,Economy,None,Prole,Rural,Thousand,TenThou,False,Thousand,Thousand,False,True,Thousand,False,Good
Zero,Normal,Adult,EggShell,FiftyThou,Older,Thousand,None,False,Normal,Normal,False,False,Economy,None,Prole,City,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Fair
Many,SubStandard,Adult,Tank,FiftyThou,Older,Thousand,None,False,Poor,Normal,False,False,FamilySedan,None,Prole,City,Thousand,TenThou,False,Thousand,Thousand,False,False,Thousand,False,Excellent
Zero,Normal,Senior,EggShell,TwentyThou,Current,Thousand,None,True,Excellent,Cautious,False,False,SportsCar,None,Prole,Suburb,Thousand,TenThou,True,Thousand,Thousand,False,True,Thousand,True,Good
Zero,Expert,Senior,Football,FiftyThou,Current,Thousand,None,False,Excellent,Cautious,False,False,Economy,None,Prole,City,Thousand,TenThou,False,Thousand,Thousand,False,True,Thousand,False,Excellent
Many,Normal,Adolescent,Football,FiftyThou,Older,Thousand,None,False,Normal,Adventurous,False,False,Economy,None,Middle,City,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Fair
Zero,Normal,Adult,Tank,FiftyThou,Older,Thousand,None,True,Normal,Normal,False,True,FamilySedan,None,Middle,Suburb,TenThou,TenThou,False,Thousand,Thousand,False,False,Thousand,False,Good
Zero,Normal,Adult,EggShell,TwentyThou,Older,Thousand,None,True,Excellent,Cautious,False,False,Economy,None,Prole,City,TenThou,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
Many,Normal,Adult,EggShell,Domino,Older,Thousand,Severe,False,Poor,Adventurous,False,False,Economy,Moderate,Prole,City,TenThou,FiveThou,False,TenThou,Thousand,False,False,Thousand,False,Poor
Zero,SubStandard,Adult,EggShell,FiftyThou,Older,Thousand,None,True,Poor,Cautious,False,True,SportsCar,None,Middle,Secure,TenThou,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
Zero,Normal,Senior,Football,TwentyThou,Current,Thousand,None,True,Normal,Cautious,False,True,FamilySedan,None,Middle,Secure,TenThou,TenThou,False,Thousand,Thousand,False,True,Thousand,False,Good
Zero,Normal,Adolescent,Football,TwentyThou,Current,Thousand,None,True,Normal,Cautious,True,True,FamilySedan,None,UpperMiddle,Secure,Thousand,TwentyThou,False,Thousand,Thousand,False,True,Thousand,False,Good
Zero,Normal,Adult,EggShell,Domino,Older,Thousand,None,False,Normal,Normal,False,True,Economy,None,Prole,Rural,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
Many,SubStandard,Adolescent,Football,FiftyThou,Current,Thousand,Moderate,False,Poor,Normal,True,True,Luxury,Moderate,UpperMiddle,Rural,HundredThou,FiftyThou,True,HundredThou,HundredThou,False,True,Thousand,False,Excellent
Zero,Normal,Adult,EggShell,TwentyThou,Older,Thousand,None,True,Normal,Normal,False,True,SportsCar,None,Prole,Rural,Thousand,TenThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
Many,SubStandard,Adult,EggShell,FiftyThou,Older,Thousand,None,True,Poor,Cautious,False,False,Economy,None,Prole,City,TenThou,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
Zero,Normal,Adult,Tank,FiftyThou,Current,Thousand,Mild,False,Normal,Normal,False,True,FamilySedan,Severe,Middle,Secure,HundredThou,TwentyThou,False,Thousand,HundredThou,False,True,Thousand,False,Excellent
Zero,Normal,Adolescent,Tank,TwentyThou,Current,Thousand,None,True,Normal,Normal,True,True,FamilySedan,None,UpperMiddle,Suburb,TenThou,TwentyThou,True,Thousand,Thousand,False,True,Thousand,False,Excellent
Zero,Normal,Adult,Football,FiftyThou,Older,Thousand,None,False,Normal,Normal,False,False,FamilySedan,None,Prole,City,Thousand,TenThou,False,Thousand,Thousand,False,True,Thousand,False,Excellent
Many,Normal,Adult,EggShell,FiftyThou,Current,Thousand,None,False,Excellent,Adventurous,False,True,FamilySedan,None,Middle,City,Thousand,TwentyThou,False,Thousand,Thousand,False,True,Thousand,False,Good
Zero,Normal,Senior,Tank,FiftyThou,Older,Thousand,None,True,Normal,Cautious,False,True,FamilySedan,None,Middle,Secure,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,True,Good
Zero,Expert,Adult,Tank,TwentyThou,Older,Thousand,None,True,Excellent,Cautious,False,True,FamilySedan,None,UpperMiddle,Secure,TenThou,TenThou,False,Thousand,Thousand,False,True,Thousand,False,Excellent
Many,SubStandard,Adult,Tank,TwentyThou,Current,Thousand,None,True,Poor,Adventurous,False,True,Luxury,None,UpperMiddle,City,Thousand,FiftyThou,True,Thousand,Thousand,False,True,Thousand,False,Excellent
Zero,Normal,Adult,Tank,TwentyThou,Older,Thousand,None,False,Normal,Normal,False,False,FamilySedan,None,Prole,City,Thousand,TwentyThou,False,Thousand,Thousand,False,True,Thousand,False,Excellent
Zero,Normal,Adult,Tank,TwentyThou,Older,Thousand,None,True,Excellent,Cautious,False,True,FamilySedan,None,Middle,Secure,Thousand,TwentyThou,False,Thousand,Thousand,False,False,Thousand,False,Excellent
Zero,Normal,Adult,EggShell,TwentyThou,Older,Thousand,None,False,Normal,Normal,False,True,Economy,None,Middle,Secure,Thousand,TenThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
Zero,Normal,Adolescent,EggShell,TwentyThou,Older,Thousand,None,False,Excellent,Adventurous,False,True,Economy,None,Prole,City,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
Zero,Normal,Senior,Football,Domino,Current,Thousand,None,True,Normal,Cautious,False,False,FamilySedan,None,Middle,Secure,Thousand,TwentyThou,False,Thousand,Thousand,False,True,Thousand,True,Fair
Many,SubStandard,Senior,Tank,TwentyThou,Older,Thousand,None,False,Poor,Adventurous,False,True,FamilySedan,None,UpperMiddle,Suburb,TenThou,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Good
Zero,Normal,Adult,Tank,TwentyThou,Current,Thousand,None,True,Normal,Cautious,False,True,Luxury,None,UpperMiddle,Secure,Thousand,FiftyThou,True,Thousand,Thousand,False,True,Thousand,False,Excellent
One,Normal,Adult,EggShell,TwentyThou,Older,Thousand,None,False,Normal,Adventurous,False,False,Economy,None,Prole,City,Thousand,TenThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
One,SubStandard,Senior,Tank,FiftyThou,Older,Thousand,Severe,False,Poor,Normal,False,True,FamilySedan,Severe,Prole,City,TenThou,FiveThou,False,TenThou,TenThou,False,False,Thousand,True,Good
Zero,Expert,Adult,EggShell,Domino,Older,Thousand,None,False,Excellent,Normal,False,False,Economy,None,Prole,City,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Fair
Zero,Normal,Adult,EggShell,TwentyThou,Older,Thousand,None,True,Excellent,Cautious,False,False,Economy,None,Prole,Rural,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
Many,Normal,Adult,EggShell,FiftyThou,Older,Thousand,None,False,Normal,Adventurous,False,True,Economy,None,Prole,City,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
Many,SubStandard,Adult,Tank,FiftyThou,Older,Thousand,None,False,Poor,Adventurous,False,False,SportsCar,None,Prole,City,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Good
Zero,Normal,Adult,Football,FiftyThou,Older,Thousand,None,True,Normal,Cautious,False,False,FamilySedan,None,Prole,City,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Fair
Zero,Normal,Adult,Tank,FiftyThou,Older,Thousand,None,True,Normal,Cautious,False,False,FamilySedan,None,Prole,City,TenThou,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Good
Zero,Normal,Adult,EggShell,TwentyThou,Older,Thousand,None,False,Normal,Normal,False,True,Economy,None,Middle,Suburb,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
Many,Normal,Adult,EggShell,TwentyThou,Older,Thousand,None,False,Excellent,Adventurous,False,True,FamilySedan,None,Prole,Rural,TenThou,TenThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
One,SubStandard,Adult,EggShell,TwentyThou,Older,Million,Severe,False,Poor,Normal,False,False,Economy,Severe,Prole,Rural,TenThou,FiveThou,False,TenThou,TenThou,False,False,HundredThou,False,Poor
Many,SubStandard,Adolescent,EggShell,FiftyThou,Older,Thousand,Severe,False,Poor,Normal,False,False,SportsCar,Severe,Prole,City,HundredThou,TenThou,False,TenThou,TenThou,False,True,Thousand,False,Good
Zero,Expert,Adolescent,EggShell,TwentyThou,Older,Thousand,None,False,Excellent,Adventurous,False,True,Economy,None,Prole,Suburb,TenThou,TenThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
Many,SubStandard,Adult,Football,FiftyThou,Current,Thousand,Mild,True,Poor,Normal,False,True,Luxury,Mild,UpperMiddle,Secure,Thousand,FiftyThou,True,Thousand,Thousand,False,True,Thousand,False,Good
Many,Normal,Adult,EggShell,TwentyThou,Older,Thousand,Mild,False,Poor,Adventurous,False,True,Economy,Mild,Prole,City,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
Many,SubStandard,Adolescent,EggShell,FiftyThou,Current,Thousand,Mild,False,Poor,Adventurous,False,False,Luxury,Mild,UpperMiddle,Secure,TenThou,FiftyThou,True,Thousand,Thousand,False,True,Thousand,False,Fair
Zero,Normal,Adolescent,EggShell,TwentyThou,Older,Thousand,None,True,Normal,Cautious,False,True,SportsCar,None,Prole,City,TenThou,TenThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
Zero,Normal,Adolescent,Tank,TwentyThou,Older,Thousand,None,True,Normal,Normal,False,True,FamilySedan,None,Middle,Suburb,Thousand,TenThou,False,Thousand,Thousand,False,False,Thousand,False,Excellent
Zero,Expert,Senior,EggShell,TwentyThou,Current,Thousand,None,True,Excellent,Cautious,False,True,SportsCar,None,UpperMiddle,Secure,TenThou,TwentyThou,True,Thousand,Thousand,False,True,Thousand,True,Poor
Zero,Normal,Adult,Football,Domino,Older,Thousand,None,True,Normal,Cautious,False,True,FamilySedan,None,Middle,Secure,Thousand,FiveThou,False,Thousand,Thousand,False,True,Thousand,False,Good
One,Expert,Adolescent,Tank,TwentyThou,Current,Thousand,None,False,Excellent,Adventurous,True,True,Luxury,None,UpperMiddle,Secure,TenThou,FiftyThou,True,Thousand,Thousand,False,True,Thousand,False,Excellent
Many,Normal,Adult,EggShell,TwentyThou,Current,Thousand,None,False,Normal,Adventurous,False,True,SportsCar,None,Prole,Rural,Thousand,TwentyThou,True,Thousand,Thousand,False,True,Thousand,False,Poor
Many,SubStandard,Adolescent,EggShell,FiftyThou,Current,Thousand,Severe,True,Poor,Normal,True,False,FamilySedan,Severe,UpperMiddle,Suburb,HundredThou,TwentyThou,False,HundredThou,HundredThou,False,True,TenThou,False,Fair
One,Normal,Adolescent,EggShell,TwentyThou,Older,Thousand,Mild,False,Poor,Adventurous,False,False,Economy,Mild,Prole,City,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
Zero,Normal,Adolescent,EggShell,FiveThou,Older,Thousand,None,True,Excellent,Cautious,True,True,Economy,None,Middle,Secure,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
Zero,Normal,Adult,EggShell,FiftyThou,Older,Thousand,None,False,Normal,Normal,False,False,Economy,None,Prole,Rural,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
Many,SubStandard,Adult,Football,FiftyThou,Current,Thousand,Severe,True,Poor,Adventurous,False,True,Luxury,Severe,UpperMiddle,City,Million,FiftyThou,True,HundredThou,HundredThou,False,True,Thousand,False,Good
Zero,Normal,Adolescent,EggShell,FiftyThou,Current,Thousand,None,False,Normal,Normal,False,True,Economy,None,Prole,City,TenThou,TenThou,False,Thousand,Thousand,False,True,Thousand,False,Good
One,Normal,Adult,EggShell,FiftyThou,Older,Thousand,None,False,Normal,Normal,False,False,Economy,None,Prole,City,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
One,Normal,Adolescent,Football,TwentyThou,Older,Thousand,None,False,Excellent,Adventurous,False,False,FamilySedan,None,Middle,Suburb,Thousand,TenThou,False,Thousand,Thousand,False,False,Thousand,False,Fair
Zero,Expert,Senior,EggShell,Domino,Current,Thousand,None,True,Excellent,Cautious,False,True,Luxury,None,UpperMiddle,Secure,Thousand,FiftyThou,True,Thousand,Thousand,False,True,Thousand,True,Fair
One,Normal,Adult,Football,FiveThou,Current,Thousand,None,False,Excellent,Adventurous,False,True,FamilySedan,None,Middle,Rural,Thousand,TwentyThou,False,Thousand,Thousand,False,True,Thousand,False,Fair
Zero,SubStandard,Senior,EggShell,FiftyThou,Older,Thousand,Severe,True,Poor,Cautious,False,False,Economy,Severe,Prole,City,HundredThou,FiveThou,False,TenThou,TenThou,False,False,TenThou,True,Poor
Zero,Expert,Senior,Football,FiftyThou,Current,Thousand,None,True,Excellent,Cautious,False,True,FamilySedan,None,Middle,Secure,TenThou,TwentyThou,False,Thousand,Thousand,False,True,Thousand,False,Good
Many,SubStandard,Adult,EggShell,TwentyThou,Older,Thousand,None,False,Poor,Normal,False,True,SportsCar,None,Prole,City,TenThou,TenThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
Zero,Normal,Senior,Tank,Domino,Current,TenThou,Mild,True,Normal,Cautious,False,True,Luxury,Moderate,UpperMiddle,Secure,TenThou,FiftyThou,True,Thousand,TenThou,False,True,Thousand,False,Excellent
Zero,Normal,Adult,Football,TwentyThou,Older,Thousand,None,False,Normal,Normal,False,True,FamilySedan,None,Middle,Suburb,Thousand,TenThou,False,Thousand,Thousand,False,False,Thousand,False,Fair
Many,SubStandard,Adult,EggShell,TwentyThou,Current,Thousand,Moderate,True,Poor,Cautious,False,True,Luxury,Moderate,UpperMiddle,Secure,HundredThou,FiftyThou,True,HundredThou,Thousand,False,True,Thousand,False,Poor
Zero,Expert,Adult,EggShell,FiftyThou,Older,Thousand,None,True,Excellent,Cautious,False,True,SportsCar,None,Middle,Secure,Thousand,TenThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
Many,Normal,Adult,Football,FiveThou,Current,Thousand,None,False,Poor,Psychopath,False,True,FamilySedan,None,UpperMiddle,Secure,Thousand,TwentyThou,True,Thousand,Thousand,False,True,Thousand,False,Excellent
Zero,Normal,Senior,Football,Domino,Current,Thousand,None,True,Normal,Cautious,False,False,Economy,None,Middle,Suburb,Thousand,TenThou,False,Thousand,Thousand,False,True,Thousand,False,Good
Zero,Normal,Senior,Tank,FiftyThou,Current,Thousand,None,False,Normal,Normal,False,False,FamilySedan,None,Prole,City,Thousand,TwentyThou,True,Thousand,Thousand,False,True,Thousand,False,Excellent
Zero,Normal,Senior,EggShell,TwentyThou,Older,Thousand,None,True,Normal,Cautious,False,True,Economy,None,Prole,Rural,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,True,Poor
One,Normal,Adolescent,EggShell,TwentyThou,Older,Thousand,Severe,False,Poor,Adventurous,False,True,Economy,Severe,Middle,Suburb,TenThou,FiveThou,False,TenThou,TenThou,False,False,Thousand,False,Poor
One,SubStandard,Adolescent,EggShell,TwentyThou,Older,Thousand,Mild,False,Poor,Normal,False,False,Economy,Mild,Prole,City,TenThou,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
Zero,Expert,Senior,Football,FiveThou,Current,Thousand,None,True,Excellent,Cautious,False,True,Luxury,None,UpperMiddle,Secure,Thousand,FiftyThou,True,Thousand,Thousand,False,True,Thousand,True,Good
Many,Normal,Adolescent,Tank,FiveThou,Current,Thousand,None,False,Poor,Adventurous,True,True,FamilySedan,Mild,Middle,City,Thousand,TwentyThou,False,Thousand,Thousand,False,True,Thousand,False,Excellent
Many,SubStandard,Adult,Tank,FiftyThou,Current,Thousand,Severe,True,Poor,Normal,False,True,Luxury,Severe,UpperMiddle,Suburb,HundredThou,FiftyThou,True,HundredThou,HundredThou,False,True,Thousand,False,Excellent
One,SubStandard,Adult,Tank,FiftyThou,Older,Thousand,Mild,False,Poor,Normal,False,False,FamilySedan,Severe,Prole,City,HundredThou,FiveThou,False,Thousand,HundredThou,False,False,Thousand,False,Excellent
