tkvs,tkv,aks_m2,udb,protein,sort,srtsize,dgv1059,nedbarea,srtprot,ngodnn,dgv5980,forfrugt,spndx,sorttkv,aks_vgt,s2225,saamng,saatid,saakern,komm,exptgens,pesticid,nopt,nmin,aar_mod,frspdag,ngodnt,mod_nmin,rokap,slt22,jordinf,bgbyg,jordn,nprot,jordtype,nplac,partigerm,markgrm,ntilg,ksort,dg25,ngtilg,antplnt,keraks,potnmin,s2528,ngodn
x42_44,x35_40,x650_750,x50_55,x_12_0,Korinna,x2,x41_50,x2__375_500_,x5,x45_60,x25_35,Other,x9_10,x5,x700_750,x1_5,x210_230,x_26_3,x_450,state0,x40_50,x_2,x135_150,x30_45,x25,x17_19,x105_120,x0_15,x87_5_112_5,x3_5,x_99_1_00,x4_0_4_5,x75_90,x80_100,JB_2,Top_dressed,x97_98,x97_98,x120_135,x_85,x_22_5,x45_60,x_425,x19_21,x60_75,x20_25,x45_60
x40_42,x40_42_5,x950_1150,x70_80,x11_5_12_0,Baracuda,x2,x61_70,x2__375_500_,x3,x_45,x0_5,Cer_rotation,x9_10,x5,x650_700,x1_5,x210_230,x11_4_20_4,x_450,state4,x40_50,x_2,x120_135,x30_45,x_5,x_15,x75_90,x30_45,x162_5_187_5,x3_5,x93__95,x_5_0,x105_120,x100_120,JB_6,Top_dressed,x93_95,x85_90,x135_150,x_85,x_22_5,x_45,x375_425,x17_19,x60_75,x15_20,x_45
x46_48,x45_47_5,x450_550,x55_60,x_12_0,Shamu,x2,x51_60,x1___375_,x3,x45_60,x15_25,Clovergrass,x9_10,x5,x_1050,x0_1,x70_90,x21_4_26_4,x_175,state2,x40_50,x_2,x150_165,x30_45,x_10,x_15,x45_60,x45_60,x62_5_87_5,x0_1,x_97__98,x4_0_4_5,x90_105,x100_120,JB_4,Placed,x80_85,x80_85,x135_150,x_98,x37_5_47_5,x45_60,x_175,x19_21,x45_60,x0_5,x45_60
x42_44,x45_47_5,x550_650,x50_55,x11_0_11_5,Delibes,x0,x51_60,x3___500_,x3,x60_75,x5_10,Cereals,x9_10,x6,x850_950,x0_1,x90_110,x26_3_10_4,x225_275,state4,x40_50,x_2,x135_150,x15_30,x_25,x15_17,x75_90,x45_60,x162_5_187_5,x3_5,x_99_1_00,x4_0_4_5,x75_90,x80_100,JB_5,worked_in_solil,x97_98,x97_98,x150_165,x90_95,x_22_5,x75_90,x225_275,x19_21,x30_45,x5_10,x60_75
x48_50,x42_5_45,x750_950,x65_70,x_12_0,G_363ta,x_3,x61_70,x1___375_,x4,x60_75,x25_35,Clovergrass,x9_10,x5,x750_850,x1_5,x110_130,x_26_3,x225_275,state2,x30_40,x_2,x120_135,x0_15,x_20,x23_25,x60_75,x15_30,x87_5_112_5,x3_5,x_99_1_00,x3_5_4_0,x60_75,x80_100,JB_3,Placed,x80_85,x80_85,x135_150,x_85,x_22_5,x60_75,x175_225,x19_21,x30_45,x5_10,x60_75
x40_42,x35_40,x650_750,x40_50,x9_5_10_0,Delibes,x0,x61_70,x1___375_,x4,x45_60,x_35,Clovergrass,x9_10,x6,x650_700,x1_5,x70_90,x26_3_10_4,x175_225,state3,x30_40,x_2,x120_135,x45_60,x0,x17_19,x_45,x45_60,x187_5_212_5,x3_5,x_99_1_00,x3_0_3_5,x60_75,x60_80,JB_8,Placed,x85_90,x85_90,x90_105,x_85,x47_5_57_5,x_45,x175_225,x17_19,x0_15,x20_25,x_45
x40_42,x42_5_45,x550_650,x40_50,x11_5_12_0,Goldie,x3,x51_60,x1___375_,x6,x45_60,x0_5,Beets,x9_10,x5,x750_850,x0_1,x110_130,x_26_3,x275_325,state0,x40_50,x_2,x120_135,x30_45,x0,x21_23,x75_90,x30_45,x112_5_137_5,x3_5,x_99_1_00,x4_0_4_5,x75_90,x80_100,JB_2,Placed,x_80,x75_80,x120_135,x95_98,x_22_5,x45_60,x225_275,x17_19,x30_45,x0_5,x45_60
x30_35,x42_5_45,x450_550,x30_40,x10_5_11_0,Senor,x2,x51_60,x2__375_500_,x4,x105_120,x25_35,Cer_rotation,x9_10,x6,x750_850,x1_5,x190_210,x11_4_20_4,x_450,state4,x30_40,x_2,x120_135,x15_30,x10,x23_25,x105_120,x0_15,x112_5_137_5,x3_5,x_99_1_00,x3_0_3_5,x15_30,x40_60,JB_4,Top_dressed,x_80,x75_80,x90_105,x_85,x27_5_32_5,x60_75,x325_375,x21_23,x0_15,x20_25,x105_120
x42_44,x42_5_45,x650_750,x50_55,x_12_0,Loma,x2,x61_70,x1___375_,x4,x60_75,x15_25,Cereals,x9_10,x5,x700_750,x0_1,x210_230,x_26_3,x_450,state3,x40_50,x_2,x120_135,x15_30,x_5,x15_17,x105_120,x15_30,x162_5_187_5,x2_3,x93__95,x3_0_3_5,x60_75,x80_100,JB_5,worked_in_solil,x98_99,x90_93,x120_135,x95_98,x_22_5,x60_75,x375_425,x13_15,x30_45,x0_5,x60_75
x35_40,x40_42_5,x750_950,x60_65,x11_5_12_0,G_363ta,x_3,x51_60,x3___500_,x5,x60_75,x25_35,Other,x9_10,x4,x700_750,x0_1,x210_230,x_26_4,x_450,state4,x30_40,x_2,x120_135,x15_30,x20,x_15,x105_120,x0_15,x112_5_137_5,x3_5,x_99_1_00,x3_5_4_0,x60_75,x80_100,JB_2,Placed,x90_93,x90_93,x120_135,x90_95,x11_5_27_5,x60_75,x375_425,x15_17,x60_75,x0_5,x60_75
x46_48,x42_5_45,x750_950,x55_60,x10_0_10_5,Texane,x1,x61_70,x2__375_500_,x4,x105_120,x_35,Beets,x9_10,x6,x650_700,x5_10,x110_130,x26_3_10_4,x225_275,state3,x50_60,x_2,x150_165,x30_45,x20,x_27,x105_120,x15_30,x137_5_162_5,x3_5,x_80__85,x_3_0,x45_60,x60_80,JB_5,Top_dressed,x95_97,x75_80,x_195,x_85,x_22_5,x150_165,x175_225,x21_23,x30_45,x15_20,x105_120
x46_48,x35_40,x_1150,x70_80,x9_0_9_5,Blenheim,x_1,x_70,x1___375_,x2,x_45,x10_15,Beets,x9_10,x6,x550_600,x5_10,x110_130,x_26_3,x225_275,state1,x40_50,x_2,x120_135,x45_60,x_15,x21_23,x45_60,x60_75,x137_5_162_5,x3_5,x93__95,x3_5_4_0,x105_120,x100_120,JB_5,Placed,x93_95,x85_90,x135_150,x_85,x_22_5,x_45,x175_225,x19_21,x45_60,x15_20,x_45
x48_50,x50_55,x350_450,x30_40,x9_5_10_0,Baracuda,x3,x61_70,x2__375_500_,x3,x75_90,x0_5,Beets,x9_10,x5,x950_1050,x0_1,x170_190,x_26_3,x325_375,state1,x50_60,x_2,x150_165,x45_60,x20,x19_21,x90_105,x30_45,x137_5_162_5,x2_3,x90__93,x_5_0,x75_90,x80_100,Jb_7,Top_dressed,x90_93,x80_85,x_195,x95_98,x_22_5,x120_135,x275_325,x19_21,x45_60,x0_5,x75_90
x55_60,x35_40,x750_950,x40_50,x10_5_11_0,Trebon,x3,x41_50,x1___375_,x4,x105_120,x10_15,Beets,x9_10,x5,x550_600,x5_10,x170_190,x_26_4,x275_325,state2,x30_40,x_2,x120_135,x0_15,x25,x_15,x90_105,x0_15,x87_5_112_5,x3_5,x_99_1_00,x4_0_4_5,x0_15,x_40,JB_3,Top_dressed,x85_90,x85_90,x120_135,x_85,x27_5_32_5,x105_120,x225_275,x17_19,x15_30,x20_25,x90_105
x40_42,x45_47_5,x550_650,x50_55,x10_5_11_0,Tofta,x2,x51_60,x1___375_,x4,x75_90,x0_5,Clovergrass,x9_10,x5,x850_950,x1_5,x190_210,x_26_3,x_450,state4,x40_50,x_2,x135_150,x15_30,x_20,x23_25,x60_75,x30_45,x37_5_62_5,x3_5,x_94__90,x4_5_5_0,x60_75,x80_100,Jb_1_,Top_dressed,x85_90,x75_80,x135_150,x85_90,x_22_5,x60_75,x325_375,x21_23,x15_30,x10_15,x60_75
x42_44,x40_42_5,x750_950,x65_70,x9_5_10_0,Korinna,x2,x51_60,x3___500_,x5,x_45,x25_35,Other,x9_10,x5,x750_850,x0_1,x210_230,x21_4_26_4,x_450,state3,x30_40,x_2,x120_135,x30_45,x_20,x_15,x60_75,x45_60,x187_5_212_5,x3_5,x_98__99,x3_0_3_5,x_120,x120_140,JB_9,worked_in_solil,x90_93,x90_93,x150_165,x95_98,x_22_5,x_45,x375_425,x15_17,x_105,x0_5,x_45
x50_55,x40_42_5,x650_750,x60_65,x_12_0,Mie,x1,x51_60,x2__375_500_,x4,x60_75,x25_35,Cer_rotation,x9_10,x5,x850_950,x5_10,x230_250,x11_4_20_4,x_450,state4,x50_60,x_2,x150_165,x45_60,x25,x_15,x105_120,x15_30,x162_5_187_5,x3_5,x_99_1_00,x3_0_3_5,x75_90,x80_100,Jb_7,Top_dressed,x99_100,x99_100,x180_195,x_85,x11_5_27_5,x90_105,x_425,x_23,x45_60,x25_30,x60_75
x46_48,x42_5_45,x_350,x_30,x9_0_9_5,Limbo,x2,x25_40,x2__375_500_,x3,x60_75,x0_5,Cer_rotation,x9_10,x5,x700_750,x0_1,x110_130,x21_4_26_4,x225_275,state4,x30_40,x_2,x_120,x15_30,x25,x_15,x105_120,x0_15,x112_5_137_5,x3_5,x_99_1_00,x4_0_4_5,x30_45,x40_60,JB_3,Top_dressed,x97_98,x97_98,x_75,x90_95,x32_5_37_5,x_45,x225_275,x15_17,x30_45,x0_5,x60_75
x40_42,x45_47_5,x450_550,x40_50,x9_5_10_0,Limbo,x3,x51_60,x1___375_,x4,x_45,x10_15,Clovergrass,x9_10,x6,x850_950,x0_1,x190_210,x21_4_26_4,x_450,state4,x50_60,x_2,x135_150,x45_60,x_20,x_15,x45_60,x60_75,x137_5_162_5,x2_3,x_98__99,x4_0_4_5,x_120,x120_140,JB_5,worked_in_solil,x90_93,x90_93,x150_165,x95_98,x37_5_47_5,x_45,x375_425,x17_19,x_105,x0_5,x_45
x30_35,x45_47_5,x_350,x_30,x9_5_10_0,Ragtime,x__1,x25_40,x3___500_,x3,x60_75,x0_5,Cereals,x9_10,x7,x600_650,x1_5,x70_90,x21_4_26_4,x225_275,state2,x30_40,x_2,x_120,x15_30,x0,x_15,x90_105,x15_30,x112_5_137_5,x3_5,x_99_1_00,x3_5_4_0,x30_45,x40_60,JB_4,worked_in_solil,x95_97,x95_97,x_75,x_85,x_57_5,x_45,x225_275,x15_17,x15_30,x20_25,x60_75
x50_55,x42_5_45,x450_550,x40_50,x9_0_9_5,Brewster,x3,x51_60,x3___500_,x2,x120_135,x10_15,Cereals,x9_10,x5,x850_950,x0_1,x50_70,x21_4_26_4,x_175,state0,x40_50,x_2,x135_150,x15_30,x25,x_15,x120_135,x0_15,x112_5_137_5,x3_5,x_99_1_00,x3_5_4_0,x15_30,x40_60,JB_4,Placed,x80_85,x80_85,x150_165,x95_98,x_22_5,x120_135,x_175,x19_21,x15_30,x0_5,x120_135
x44_46,x45_47_5,x450_550,x40_50,x11_5_12_0,Lenka,x3,x51_60,x3___500_,x2,x_45,x0_5,Clovergrass,x9_10,x6,x850_950,x0_1,x50_70,x21_4_26_4,x_175,state4,x50_60,x_2,x150_165,x45_60,x_20,x_15,x45_60,x60_75,x162_5_187_5,x2_3,x_99_1_00,x4_0_4_5,x_120,x120_140,JB_5,Top_dressed,x_80,x75_80,x150_165,x90_95,x37_5_47_5,x_45,x_175,x17_19,x45_60,x0_5,x_45
x44_46,x40_42_5,x650_750,x60_65,x10_0_10_5,Ragtime,x_1,x51_60,x3___500_,x2,x45_60,x_35,Other,x9_10,x7,x850_950,x1_5,x70_90,x_26_4,x175_225,state0,x50_60,x_2,x135_150,x15_30,x_5,x25_27,x105_120,x15_30,x87_5_112_5,x3_5,x93__95,x3_0_3_5,x90_105,x100_120,JB_4,worked_in_solil,x93_95,x85_90,x150_165,x90_95,x_22_5,x45_60,x_175,x19_21,x60_75,x5_10,x45_60
x42_44,x40_42_5,x750_950,x50_55,x10_0_10_5,Reggae,x2,x61_70,x3___500_,x3,x_45,x5_10,Clovergrass,x9_10,x5,x600_650,x5_10,x50_70,x26_3_10_4,x_175,state4,x30_40,x_2,x_120,x15_30,x_10,x19_21,x45_60,x30_45,x112_5_137_5,x3_5,x_95__97,x4_5_5_0,x90_105,x100_120,JB_2,Top_dressed,x99_100,x95_97,x120_135,x_85,x11_5_27_5,x_45,x_175,x21_23,x60_75,x10_15,x_45
x44_46,x40_42_5,x950_1150,x_80,x9_5_10_0,Texane,x2,x_70,x2__375_500_,x3,x_45,x25_35,Other,x9_10,x5,x750_850,x0_1,x130_150,x26_3_10_4,x275_325,state1,x40_50,x_2,x120_135,x30_45,x_20,x19_21,x60_75,x45_60,x137_5_162_5,x3_5,x_99_1_00,x4_0_4_5,x_120,x120_140,JB_4,Top_dressed,x98_99,x98__99,x165_180,x90_95,x27_5_32_5,x_45,x275_325,x17_19,x60_75,x0_5,x_45
x44_46,x35_40,x750_950,x65_70,x9_5_10_0,Teal,x1,x61_70,x1___375_,x4,x_45,x15_25,Clovergrass,x9_10,x4,x750_850,x5_10,x90_110,x26_3_10_4,x175_225,state4,x40_50,x_2,x135_150,x45_60,x25,x_15,x75_90,x15_30,x187_5_212_5,x3_5,x_97__98,x4_5_5_0,x_120,x120_140,JB_6,Placed,x93_95,x90_93,x150_165,x_85,x_22_5,x_45,x175_225,x21_23,x_105,x25_30,x_45
x44_46,x45_47_5,x750_950,x65_70,x10_0_10_5,Tofta,x2,x41_50,x3___500_,x3,x75_90,x10_15,Other,x9_10,x6,x750_850,x0_1,x70_90,x_26_4,x175_225,state1,x40_50,x_2,x135_150,x15_30,x_5,x_15,x90_105,x15_30,x187_5_212_5,x3_5,x_99_1_00,x4_5_5_0,x60_75,x80_100,JB_8,Top_dressed,x90_93,x90_93,x165_180,x90_95,x_22_5,x105_120,x175_225,x17_19,x30_45,x0_5,x75_90
x42_44,x47_5_50,x550_650,x40_50,x10_5_11_0,Cork,x0,x51_60,x3___500_,x3,x_45,x5_10,Beets,x9_10,x8,x700_750,x1_5,x170_190,x_26_4,x375_424,state2,x40_50,x_2,x120_135,x15_30,x_15,x_15,x75_90,x30_45,x187_5_212_5,x3_5,x_99_1_00,x4_5_5_0,x90_105,x100_120,JB_9,Top_dressed,x_80,x75_80,x120_135,x85_90,x_57_5,x_45,x275_325,x17_19,x60_75,x15_20,x_45
x46_48,x42_5_45,x550_650,x50_55,x_12_0,andre,x__1,x41_50,x1___375_,x5,x_45,x10_15,Cer_rotation,x9_10,x4,x850_950,x0_1,x170_190,x21_4_26_4,x375_424,state1,x40_50,x_2,x135_150,x30_45,x_25,x17_19,x45_60,x60_75,x162_5_187_5,x1_2,x_99_1_00,x4_0_4_5,x90_105,x100_120,JB_6,Placed,x95_97,x95_97,x120_135,x_98,x_22_5,x_45,x375_425,x15_17,x30_45,x0_5,x_45
x46_48,x40_42_5,x650_750,x40_50,x_12_0,Canut,x1,x51_60,x3___500_,x3,x_45,x15_25,Cer_rotation,x9_10,x3,x600_650,x1_5,x230_250,x_26_4,x_450,state0,x40_50,x_2,x120_135,x15_30,x0,x_15,x90_105,x15_30,x137_5_162_5,x3_5,x_99_1_00,x3_0_3_5,x75_90,x80_100,JB_5,worked_in_solil,x97_98,x97_98,x105_120,x_85,x11_5_27_5,x_45,x_425,x17_19,x45_60,x20_25,x_45
x30_35,x40_42_5,x750_950,x70_80,x_12_0,Vintage,x1,x61_70,x1___375_,x4,x60_75,x25_35,Clovergrass,x9_10,x4,x850_950,x5_10,x50_70,x26_3_10_4,x175_225,state3,x50_60,x_2,x150_165,x30_45,x_15,x21_23,x60_75,x45_60,x137_5_162_5,x3_5,x_95__97,x3_5_4_0,x75_90,x80_100,JB_5,Placed,x95_97,x90_93,x150_165,x_85,x37_5_47_5,x60_75,x175_225,x_23,x30_45,x25_30,x60_75
x42_44,x35_40,x550_650,x50_55,x11_0_11_5,Trebon,x__1,x41_50,x2__375_500_,x5,x90_105,x15_25,Cer_rotation,x9_10,x5,x850_950,x0_1,x210_230,x11_4_20_4,x_450,state3,x40_50,x_2,x135_150,x30_45,x10,x17_19,x90_105,x15_30,x162_5_187_5,x3_5,x_95__97,x4_0_4_5,x45_60,x60_80,JB_8,worked_in_solil,x_80,x_75,x120_135,x90_95,x47_5_57_5,x60_75,x275_325,x17_19,x15_30,x0_5,x90_105
x50_55,x47_5_50,x550_650,x40_50,x11_0_11_5,Cork,x0,x41_50,x3___500_,x3,x75_90,x0_5,Cereals,x9_10,x8,x750_850,x0_1,x130_150,x11_4_20_4,x225_275,state1,x30_40,x_2,x120_135,x30_45,x_5,x19_21,x75_90,x30_45,x87_5_112_5,x3_5,x_99_1_00,x_5_0,x45_60,x60_80,JB_2,Top_dressed,x85_90,x85_90,x135_150,x85_90,x_22_5,x90_105,x175_225,x17_19,x0_15,x5_10,x75_90
x30_35,x47_5_50,x350_450,x30_40,x9_0_9_5,x_321rja,x0,x25_40,x1___375_,x5,x90_105,x25_35,Clovergrass,x9_10,x7,x850_950,x0_1,x90_110,x11_4_20_4,x275_325,state0,x40_50,x_2,x120_135,x0_15,x0,x_15,x90_105,x0_15,x62_5_87_5,x1_2,x_99_1_00,x3_0_3_5,x30_45,x40_60,Jb_1_,Placed,x85_90,x85_90,x120_135,x_98,x32_5_37_5,x90_105,x225_275,x15_17,x30_45,x0_5,x90_105
x50_55,x42_5_45,x650_750,x65_70,x11_0_11_5,Brewster,x2,x61_70,x3___500_,x3,x_45,x_35,Other,x9_10,x5,x950_1050,x1_5,x230_250,x26_3_10_4,x_450,state4,x40_50,x_2,x135_150,x45_60,x20,x21_23,x75_90,x30_45,x187_5_212_5,x3_5,x_95__97,x3_0_3_5,x_120,x120_140,JB_9,Top_dressed,x97_98,x94_95,x165_180,x85_90,x_22_5,x_45,x375_425,x_23,x_105,x15_20,x_45
x40_42,x42_5_45,x550_650,x50_55,x9_5_10_0,Peel,x0,x61_70,x3___500_,x3,x_45,x0_5,Clovergrass,x9_10,x6,x850_950,x1_5,x170_190,x_26_3,x_450,state2,x40_50,x_2,x135_150,x15_30,x_25,x19_21,x45_60,x45_60,x37_5_62_5,x3_5,x_99_1_00,x4_5_5_0,x105_120,x100_120,Jb_1_,Top_dressed,x85_90,x85_90,x135_150,x85_90,x11_5_27_5,x_45,x375_425,x21_23,x60_75,x15_20,x_45
x46_48,x42_5_45,x450_550,x40_50,x10_5_11_0,Canut,x1,x61_70,x2__375_500_,x1,x_45,x25_35,Beets,x9_10,x4,x750_850,x1_5,x70_90,x26_3_10_4,x_175,state2,x40_50,x_2,x_120,x30_45,x15,x15_17,x90_105,x15_30,x162_5_187_5,x3_5,x_99_1_00,x3_5_4_0,x60_75,x60_80,JB_8,Placed,x_80,x75_80,x90_105,x85_90,x37_5_47_5,x_45,x_175,x19_21,x30_45,x15_20,x_45
x46_48,x42_5_45,x550_650,x40_50,x_9,Jill,x2,x_25,x1___375_,x2,x105_120,x25_35,Cereals,x9_10,x3,x750_850,x0_1,x130_150,x_26_4,x275_325,state0,x30_40,x_2,x120_135,x0_15,x_5,x_15,x105_120,x0_15,x87_5_112_5,x1_2,x_99_1_00,x3_5_4_0,x15_30,x40_60,JB_3,Placed,x97_98,x97_98,x135_150,x_98,x27_5_32_5,x105_120,x275_325,x13_15,x0_15,x0_5,x105_120
x35_40,x42_5_45,x550_650,x40_50,x9_5_10_0,Cooper,x0,x51_60,x1___375_,x3,x_45,x5_10,Beets,x9_10,x5,x700_750,x5_10,x90_110,x21_4_26_4,x225_275,state0,x40_50,x_2,x135_150,x60_75,x_5,x_15,x45_60,x60_75,x162_5_187_5,x3_5,x_99_1_00,x4_5_5_0,x_120,x120_140,JB_6,Top_dressed,x93_95,x94_95,x150_165,x_85,x_22_5,x_45,x225_275,x19_21,x75_90,x25_30,x_45
x48_50,x40_42_5,x750_950,x65_70,x_12_0,Mie,x2,x51_60,x3___500_,x4,x90_105,x0_5,Cereals,x9_10,x5,x750_850,x0_1,x210_230,x26_3_10_4,x_450,state4,x40_50,x_2,x135_150,x15_30,x10,x_15,x120_135,x0_15,x87_5_112_5,x3_5,x_99_1_00,x4_0_4_5,x30_45,x40_60,JB_4,worked_in_solil,x95_97,x95_97,x150_165,x90_95,x_22_5,x105_120,x_425,x17_19,x15_30,x0_5,x90_105
x40_42,x42_5_45,x350_450,x_30,x10_5_11_0,Lamba,x1,x25_40,x3___500_,x2,x45_60,x10_15,Other,x9_10,x4,x650_700,x1_5,x230_250,x21_4_26_4,x_450,state0,x30_40,x_2,x120_135,x15_30,x15,x21_23,x105_120,x0_15,x87_5_112_5,x3_5,x_95__97,x3_5_4_0,x60_75,x60_80,JB_3,Top_dressed,x85_90,x80_85,x90_105,x_85,x11_5_27_5,x_45,x325_375,x17_19,x45_60,x15_20,x45_60
x44_46,x42_5_45,x650_750,x60_65,x_9,Rima,x3,x41_50,x3___500_,x4,x90_105,x5_10,Cer_rotation,x9_10,x5,x850_950,x0_1,x130_150,x_26_4,x275_325,state4,x30_40,x_2,x135_150,x30_45,x15,x_15,x90_105,x15_30,x187_5_212_5,x0_1,x_99_1_00,x4_5_5_0,x30_45,x40_60,JB_9,worked_in_solil,x95_97,x95_97,x150_165,x_98,x_22_5,x105_120,x275_325,x13_15,x15_30,x0_5,x90_105
x46_48,x35_40,x750_950,x70_80,x10_5_11_0,Lysimax,x1,x25_40,x3___500_,x5,x90_105,x_35,Cereals,x9_10,x2,x850_950,x0_1,x170_190,x26_3_10_4,x375_424,state1,x30_40,x_2,x135_150,x0_15,x_20,x_15,x90_105,x15_30,x37_5_62_5,x1_2,x90__93,x_3_0,x30_45,x40_60,Jb_1_,Placed,x97_98,x85_90,x120_135,x_98,x_22_5,x90_105,x325_375,x15_17,x0_15,x0_5,x90_105
x40_42,x35_40,x650_750,x50_55,x10_0_10_5,Segu,x2,x61_70,x1___375_,x3,x_45,x15_25,Other,x9_10,x5,x700_750,x1_5,x70_90,x_26_3,x175_225,state2,x30_40,x_2,x_120,x15_30,x10,x21_23,x105_120,x0_15,x87_5_112_5,x3_5,x_95__97,x4_0_4_5,x90_105,x100_120,JB_2,Placed,x85_90,x80_85,x120_135,x_85,x_22_5,x_45,x_175,x17_19,x75_90,x10_15,x_45
x50_55,x42_5_45,x650_750,x55_60,x10_5_11_0,Senor,x2,x51_60,x2__375_500_,x4,x45_60,x25_35,Clovergrass,x9_10,x5,x750_850,x0_1,x110_130,x_26_4,x225_275,state3,x50_60,x_2,x135_150,x30_45,x0,x_15,x75_90,x30_45,x162_5_187_5,x3_5,x_99_1_00,x3_0_3_5,x90_105,x100_120,JB_6,Placed,x90_93,x90_93,x150_165,x90_95,x_22_5,x45_60,x225_275,x17_19,x45_60,x0_5,x45_60
x44_46,x40_42_5,x750_950,x65_70,x11_0_11_5,Baracuda,x2,x61_70,x2__375_500_,x4,x_45,x0_5,Clovergrass,x9_10,x5,x750_850,x0_1,x170_190,x_26_3,x375_424,state2,x40_50,x_2,x120_135,x45_60,x0,x17_19,x45_60,x45_60,x137_5_162_5,x3_5,x_98__99,x4_0_4_5,x_120,x120_140,JB_5,Placed,x95_97,x94_95,x150_165,x90_95,x_22_5,x_45,x375_425,x17_19,x_105,x0_5,x_45
x35_40,x50_55,x350_450,x30_40,x_9,andre,x2,x41_50,x1___375_,x1,x45_60,x25_35,Cer_rotation,x9_10,x8,x950_1050,x0_1,x230_250,x_26_4,x_450,state2,x40_50,x_2,x135_150,x30_45,x0,x_15,x75_90,x30_45,x112_5_137_5,x1_2,x_97__98,x3_0_3_5,x75_90,x80_100,JB_5,worked_in_solil,x93_95,x90_93,x105_120,x_98,x27_5_32_5,x_45,x375_425,x17_19,x30_45,x0_5,x45_60
x40_42,x40_42_5,x450_550,x40_50,x10_5_11_0,Ariel,x1,x51_60,x1___375_,x3,x_45,x10_15,Clovergrass,x9_10,x3,x850_950,x0_1,x110_130,x11_4_20_4,x275_325,state2,x50_60,x_2,x120_135,x45_60,x0,x15_17,x60_75,x45_60,x137_5_162_5,x3_5,x_99_1_00,x3_5_4_0,x_120,x120_140,JB_5,Top_dressed,x98_99,x98__99,x150_165,x85_90,x_22_5,x_45,x275_325,x19_21,x_105,x0_5,x_45
x44_46,x35_40,x550_650,x40_50,x_12_0,Baracuda,x2,x25_40,x1___375_,x3,x_45,x10_15,Clovergrass,x9_10,x5,x700_750,x0_1,x190_210,x21_4_26_4,x_450,state3,x40_50,x_2,x120_135,x30_45,x10,x15_17,x75_90,x15_30,x162_5_187_5,x3_5,x_95__97,x4_0_4_5,x90_105,x100_120,JB_6,worked_in_solil,x99_100,x95_97,x120_135,x95_98,x11_5_27_5,x_45,x_425,x15_17,x60_75,x0_5,x_45
x30_35,x42_5_45,x650_750,x55_60,x11_0_11_5,Peel,x_1,x51_60,x1___375_,x3,x45_60,x5_10,Cereals,x9_10,x6,x750_850,x0_1,x190_210,x_26_4,x_450,state1,x40_50,x_2,x135_150,x45_60,x_10,x_15,x60_75,x60_75,x187_5_212_5,x3_5,x_99_1_00,x4_0_4_5,x75_90,x80_100,JB_8,Top_dressed,x97_98,x97_98,x105_120,x95_98,x_22_5,x_45,x_425,x15_17,x15_30,x0_5,x45_60
x50_55,x40_42_5,x450_550,x40_50,x11_5_12_0,Nevada,x0,x25_40,x1___375_,x3,x_45,x10_15,Cereals,x9_10,x6,x750_850,x0_1,x230_250,x_26_4,x_450,state2,x40_50,x_2,x120_135,x30_45,x0,x_15,x90_105,x30_45,x137_5_162_5,x1_2,x_99_1_00,x3_0_3_5,x75_90,x80_100,JB_9,worked_in_solil,x98_99,x97_98,x105_120,x_98,x_22_5,x_45,x_425,x13_15,x30_45,x0_5,x_45
x50_55,x42_5_45,x350_450,x40_50,x_12_0,Etna,x0,x51_60,x2__375_500_,x2,x_45,x25_35,Clovergrass,x9_10,x5,x_1050,x0_1,x70_90,x21_4_26_4,x_175,state1,x50_60,x_2,x135_150,x30_45,x_15,x_15,x60_75,x45_60,x137_5_162_5,x1_2,x_99_1_00,x3_0_3_5,x_120,x120_140,JB_5,Top_dressed,x99_100,x99_100,x150_165,x95_98,x_22_5,x_45,x_175,x21_23,x_105,x0_5,x_45
x46_48,x42_5_45,x650_750,x60_65,x9_0_9_5,Mie,x1,x51_60,x1___375_,x4,x105_120,x_35,Cer_rotation,x9_10,x5,x850_950,x0_1,x230_250,x_26_3,x_450,state3,x40_50,x_2,x120_135,x15_30,x15,x19_21,x105_120,x0_15,x62_5_87_5,x3_5,x_99_1_00,x_3_0,x0_15,x_40,Jb_1_,worked_in_solil,x90_93,x90_93,x165_180,x95_98,x_22_5,x150_165,x375_425,x17_19,x0_15,x0_5,x105_120
x44_46,x40_42_5,x450_550,x40_50,x10_0_10_5,Korinna,x3,x61_70,x2__375_500_,x5,x_45,x0_5,Cer_rotation,x9_10,x5,x850_950,x0_1,x190_210,x11_4_20_4,x_450,state1,x30_40,x_2,x_120,x15_30,x20,x_15,x105_120,x0_15,x137_5_162_5,x1_2,x_95__97,x4_5_5_0,x75_90,x80_100,JB_2,Placed,x85_90,x80_85,x105_120,x_98,x32_5_37_5,x_45,x325_375,x15_17,x75_90,x0_5,x_45
x48_50,x35_40,x350_450,x30_40,x_12_0,Cooper,x1,x51_60,x3___500_,x2,x75_90,x15_25,Cereals,x9_10,x5,x850_950,x1_5,x170_190,x_26_4,x325_375,state2,x40_50,x_2,x135_150,x30_45,x_20,x_15,x75_90,x45_60,x112_5_137_5,x3_5,x_98__99,x3_5_4_0,x60_75,x80_100,JB_2,Placed,x90_93,x90_93,x135_150,x_85,x11_5_27_5,x75_90,x275_325,x21_23,x0_15,x10_15,x75_90
